0.210354 1.40804
0.875941 0.740923
1.20873 0.357629
1.2911 0.275082
1.38761 0.1775
1.40445 0.159612
1.45683 0.106794
1.44328 0.121055
1.30906 0.256682
1.26783 0.29858
1.34372 0.222095
1.37666 0.188012
1.40651 0.157252
1.43809 0.132632
1.34575 0.246883
1.20219 0.435698
1.1982 0.466255
1.29369 0.3265
1.31519 0.29558
1.34275 0.270504
1.33986 0.236373
1.20719 0.358576
1.21061 0.356867
1.17482 0.392017
1.13931 0.428387
1.28004 0.296274
1.26024 0.317924
1.17674 0.400502
1.27041 0.309015
1.16992 0.418505
0.976056 0.627121
1.03376 0.562836
1.052 0.523494
1.00212 0.563384
1.09274 0.471599
1.1406 0.424171
1.07413 0.496764
1.08603 0.483746
1.09365 0.470528
0.968135 0.596604
0.896845 0.668764
0.911746 0.654415
0.91299 0.655677
0.86582 0.715152
0.819536 0.772196
0.876112 0.726158
0.955565 0.637067
0.972571 0.615202
0.940982 0.667893
0.915642 0.698965
0.921374 0.660325
0.936355 0.633726
0.890468 0.675384
0.80092 0.763771
0.78593 0.779178
0.78499 0.781053
0.741341 0.824881
0.704003 0.862512
0.658008 0.912703
0.646889 0.941134
0.698282 0.901108
0.686756 0.906003
0.590658 0.98994
0.629799 0.948859
0.750292 0.835916
0.673367 0.918465
0.558971 1.04475
0.668126 0.921012
0.782825 0.785267
0.684859 0.879309
0.677045 0.886702
0.85475 0.70846
0.910079 0.652875
0.807965 0.755105
0.835447 0.727587
0.960961 0.602084
0.944127 0.622482
0.859723 0.708279
0.911097 0.654682
0.970123 0.597697
0.931972 0.634313
0.912117 0.654215
0.981024 0.58708
1.02302 0.551006
1.00763 0.562487
1.0542 0.511747
1.12975 0.440678
1.14575 0.424857
1.11843 0.445502
1.11439 0.450224
1.12418 0.441301
1.08272 0.483368
1.03894 0.527094
1.09296 0.472255
1.19726 0.366917
1.24837 0.315232
1.2203 0.343546
1.14818 0.416651
1.14078 0.424971
1.1458 0.420227
1.08424 0.481381
1.10352 0.461147
1.25397 0.309734
1.28897 0.274636
1.14037 0.424167
1.04092 0.524713
1.07702 0.489057
1.07995 0.485911
1.06829 0.496835
1.193 0.370993
1.27638 0.287009
1.16232 0.401544
1.0798 0.484994
1.12074 0.444778
1.04056 0.525595
0.914049 0.652244
0.985396 0.580188
1.12 0.444551
1.11863 0.445167
1.09499 0.468344
1.11665 0.446553
1.08758 0.475979
1.01584 0.548384
0.924724 0.640261
0.829431 0.736323
0.834265 0.73194
0.854681 0.711658
0.73295 0.833499
0.636146 0.930249
0.75479 0.810989
0.818821 0.74635
0.711565 0.853261
0.738711 0.825565
0.887832 0.675706
0.859898 0.703331
0.790469 0.772655
0.881856 0.681024
0.9448 0.618001
0.824098 0.739145
0.797762 0.765893
0.905374 0.658627
0.920587 0.643977
0.817873 0.74741
0.757433 0.808417
0.810819 0.755288
0.86462 0.701566
0.858976 0.707098
0.903082 0.662561
0.987202 0.577729
1.02171 0.54266
1.07925 0.484483
1.08218 0.481371
1.09397 0.469774
1.1212 0.443016
1.08415 0.480929
1.07476 0.49099
1.05459 0.511436
1.03433 0.531505
1.11808 0.446951
1.20632 0.357834
1.20471 0.358995
1.14832 0.415621
1.13554 0.429107
1.14618 0.419272
1.1213 0.44463
1.06497 0.500826
1.05947 0.505629
1.19149 0.372681
1.2971 0.266536
1.18451 0.37952
1.03332 0.531676
1.06605 0.499575
1.0842 0.481719
1.02847 0.537312
1.11467 0.450225
1.22456 0.339369
1.18054 0.383141
1.14096 0.423021
1.15889 0.405757
1.09357 0.471985
1.00815 0.558037
1.03781 0.528228
1.07634 0.488998
1.07441 0.490099
1.08815 0.475607
1.14105 0.422274
1.1723 0.391187
1.13497 0.429139
1.02314 0.541876
0.945737 0.620104
0.951135 0.615122
0.951526 0.614801
0.903875 0.662256
0.898735 0.666847
0.953562 0.611246
0.982778 0.581308
0.978735 0.584776
0.9411 0.621987
0.875529 0.687477
0.898514 0.66451
0.925681 0.637552
0.855222 0.708516
0.787991 0.776343
0.794511 0.770292
0.75346 0.811936
0.692837 0.873089
0.672175 0.894124
0.674081 0.892435
0.681316 0.885238
0.673605 0.892861
0.699326 0.866872
0.804566 0.761097
0.918799 0.646179
0.963742 0.600639
1.0034 0.560351
1.05129 0.511956
1.06145 0.501641
1.04907 0.514154
1.03725 0.526522
1.04047 0.524022
1.00592 0.559449
0.984011 0.582079
0.982771 0.58359
0.967524 0.598716
1.02539 0.540138
1.14405 0.420427
1.18768 0.37595
1.16111 0.402265
1.14984 0.413873
1.10964 0.454978
