     0                             0         1.556581746287361e-06                             0             3883.362357093277          9.15920378975147e-06             1.048393682687182             1.047393682687183
     1             95.00977911599779         5.531069534290887e-06                             0         8.986466634618938e-08         0.0003431073738742168             1.048393682687182             1.048394282576586
     2             224.2121397191772         5.850667959163753e-14                             0         2.811887948385046e-15         4.698079942834662e-08             1.048393682687182             1.048393682685601
     3                             0                             0                             0             2.096582309931477         4.097256968147585e-09             1.049393682686739             1.048393682686739
     4             105.8830000107122         4.508900396582675e-11                             0          1.03067668048256e-10         8.937872657265439e-06             1.049393682686739             1.049393809843127
     5                             0                             0                             0             2.105636948948996         1.283495050261555e-09             1.050393682689099             1.049393682689099
     6             100.7004480914123         2.638035995591622e-10                             0         6.334690613066841e-11         5.900420911444255e-06             1.050393682689099             1.050393676068304
     7                             0                             0                             0             2.114684729563161         2.362519107609542e-09             1.051393682689907             1.050393682689907
     8             122.4557953408228         2.439504342934576e-09                             0         1.486009579635449e-11         5.920125311458832e-06             1.051393682689907             1.051393683455114
     9                             0                             0                             0             2.123725519902264         2.619621776588843e-09             1.052393682691192             1.051393682691193
    10             106.7604633269125         2.372383018090755e-10                             0         8.773739485235074e-13          1.19558508570353e-06             1.052393682691192             1.052393664388292
    11                             0                             0                             0             2.132759191132157         4.577206178724266e-09             1.053393682697703             1.052393682697704
    12             111.2273497989981         6.315033679620768e-14                             0         2.528697870084636e-13         4.681420448354534e-07             1.053393682697703             1.053393682054766
    13                             0                             0                             0              2.14178564859892         1.158188990730432e-08             1.054393682696927             1.053393682696927
    14             103.7542326610239         4.137020801736225e-13                             0         7.276906634764279e-13          1.10286833782525e-06             1.054393682696927              1.05439365533138
    15                             0                             0                             0             2.150804945118013         2.977014972151469e-09             1.055393682654501               1.0543936826545
    16             99.69142386032841         2.862610831164357e-12                             0         5.482835679246425e-13         7.736118151278387e-07             1.055393682654501             1.055393642817139
    17                             0                             0                             0             2.159817222266866         4.842726924347452e-09             1.056393682690512             1.055393682690513
    18             106.7102003357775         4.011551955974742e-14                             0         1.276358081244349e-13         3.672995896278236e-07             1.056393682690512             1.056393695096856
